State,Town,Title,K1876,List_K1876,K1882,List_K1882,K1890,List_K1890,C1875,List_C1875,C1890,List_C1890,W1885,List_W1885,W1894,List_W1894,N1890,List_N1890,S1894,List_S1894,A1878,List_A1878,A1882,List_A1882,A1883,List_A1883,A1889,List_A1889,X1870,X1880,X1890,X1900,Latitude,Longitude,LCCN,Start,End,ChronAm
Connecticut,Danbury,Republican.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,8753,11666,16552,16537,41.40222222,-73.47111111,NA,NA,NA,0
Florida,Jacksonville,Paradise.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,6912,7650,17201,28429,30.33694444,-81.66138889,NA,NA,NA,0
Georgia,Lincolnton,News.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,1,Atlanta,92,70,220,221,33.79444444,-82.47638889,NA,NA,NA,0
Georgia,Savannah,Mystic Brotherhood.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,28235,30709,43189,54244,32.01666667,-81.11666667,NA,NA,NA,0
Georgia,Swainsboro,Itemizer.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,108,186,395,895,32.59361111,-82.33222222,NA,NA,NA,0
Louisiana,St. Martinville,Observer.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,1190,1606,1814,1926,30.125,-91.83055556,NA,NA,NA,0
Massachusetts,Holyoke,Examiner.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,10733,21915,35637,45712,42.20416667,-72.61666667,NA,NA,NA,0
New Jersey,Bordentown,Republican.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,0,4258,4232,4110,40.149824,-74.707642,NA,NA,NA,0
New Jersey,Egg Harbor,Democrat.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,1,NY Union,1311,1232,1439,1808,39.563687,-74.595865,NA,NA,NA,0
New Jersey,Elizabeth,Temperance Union.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,20832,28229,37764,52130,40.666261,-74.19353,NA,NA,NA,0
New Jersey,Hackettstown,Republican.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,2202,2502,2417,2474,40.853704,-74.824877,NA,NA,NA,0
New Jersey,Lafayette,Star.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
New Jersey,Long Branch,Home Record.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,0,3833,7231,8872,40.295372,-73.989899,NA,NA,NA,0
New Jersey,Orange,Monitor.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,9348,13207,18844,24141,40.76804,-74.235692,NA,NA,NA,0
New Jersey,Passaic,Times.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,0,6532,13028,27777,40.856413,-74.12694,NA,NA,NA,0
New Jersey,Red Bank,Democrat.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,2086,2684,4145,5428,40.348697,-74.066472,NA,NA,NA,0
New Jersey,South Orange,Bulletin.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,0,2178,3106,4608,40.748811,-74.261513,NA,NA,NA,0
New Jersey,Summit,Record.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,1176,1910,3502,5302,40.715622,-74.364684,NA,NA,NA,0
New York,Albany,Guide.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,69422,90758,94923,94151,42.6525,-73.75722222,NA,NA,NA,0
New York,Avoca,Advance.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,1,Pittsburgh,1740,1843,2242,2125,42.41027778,-77.42555556,NA,NA,NA,0
New York,Burlington Flats,Echo.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
New York,Central Square,News.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,1,NY Union,359,309,0,364,43.28416667,-76.14611111,NA,NA,NA,0
New York,Champlain,Counselor.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,1,Union of NY,5080,5407,5207,4748,44.965,-73.43416667,NA,NA,NA,0
New York,Cornwall,Mirror.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,5989,3833,3766,4258,41.43444444,-74.03583333,NA,NA,NA,0
New York,East Worcester,Express.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
New York,Fillmore,Enterprise.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
New York,Fishkill,Times.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,1,NY Union,11752,10732,11840,13016,41.52777778,-73.915,NA,NA,NA,0
New York,Geneseo,News.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,3032,3340,3534,3613,42.79583333,-77.81361111,NA,NA,NA,0
New York,Groton,Bridge Builder.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,3512,3450,3572,3564,42.58333333,-76.36666667,NA,NA,NA,0
New York,Harlem,People.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
New York,Haverstraw,Sentinel.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,6412,6973,9079,9874,41.19638889,-73.96694444,NA,NA,NA,0
New York,Hermon,Advertiser.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,1702,1634,1521,1542,44.46694444,-75.22916667,NA,NA,NA,0
New York,Highland Falls,Journal.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,0,1976,2237,0,41.36861111,-73.96805556,NA,NA,NA,0
New York,Monroe,Herald.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,4666,5096,1694,1784,41.324,-74.187,NA,NA,NA,0
New York,Monroe,Times.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,4666,5096,1694,1784,41.324,-74.187,NA,NA,NA,0
New York,Montour Falls,Journal.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,1,NY Union,1273,1274,1751,1193,42.34916667,-76.84638889,NA,NA,NA,0
New York,Philmont,Sentinel.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,1,NY Union,0,1343,1818,1964,42.24888889,-73.64888889,NA,NA,NA,0
New York,Poughkeepsie,Sentinel.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,20080,20207,22206,24029,41.7,-73.93,NA,NA,NA,0
New York,Sand Lake,Sun.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,2633,2550,2555,2299,42.62611111,-73.56722222,NA,NA,NA,0
New York,Sharon Springs,Democrat.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,520,627,622,567,42.79472222,-74.61583333,NA,NA,NA,0
New York,St. Johnsville,Times.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,2189,2062,2081,2674,42.99972222,-74.67833333,NA,NA,NA,0
New York,Wappingers Falls,New Era.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,2263,0,3718,3504,41.59916667,-73.91805556,NA,NA,NA,0
New York,Wells,Herald.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,1,NY Union,817,1113,1298,908,43.43305556,-74.29,NA,NA,NA,0
New York,Yonkers,Democrat.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,12733,18892,32033,47931,40.94138889,-73.86444444,NA,NA,NA,0
North Carolina,Albemarle,Observer.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,1,NY Union,0,0,248,1382,35.35833333,-80.19527778,NA,NA,NA,0
North Carolina,Laurinburg,Exchange.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,1,Southern,0,968,1357,1334,34.76472222,-79.47027778,NA,NA,NA,0
North Carolina,Raleigh,Enterprise.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,7790,9265,12678,13643,35.76666667,-78.63333333,NA,NA,NA,0
North Carolina,Rockingham,Rocket.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,454,0,0,1507,34.93944444,-79.76111111,NA,NA,NA,0
Pennsylvania,Archbald,Truth.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,2571,3049,4032,5396,41.49361111,-75.55138889,NA,NA,NA,0
Pennsylvania,Berwick,Gazette.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,923,2095,2701,3916,41.05472222,-76.23361111,NA,NA,NA,0
Pennsylvania,Carbondale,Advance.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,1,NY Union,6393,7714,10833,13536,41.56666667,-75.5,NA,NA,NA,0
Pennsylvania,Falls Of Schuylkill,Star.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Pennsylvania,Jermyn,Enterprise.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,0,1541,2650,2567,41.52777778,-75.54722222,NA,NA,NA,0
Pennsylvania,Knoxville,Courier.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,1,NY Union,400,459,679,862,41.95694444,-77.43722222,NA,NA,NA,0
Pennsylvania,Laporte,Republican.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,1,NY Union,145,192,443,465,41.42333333,-76.49083333,NA,NA,NA,0
Pennsylvania,Littlestown,Era.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,847,913,991,1118,39.74361111,-77.08916667,NA,NA,NA,0
Pennsylvania,Mckeesport,Herald.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,1,Pittsburgh,2523,8212,20741,34227,40.34388889,-79.84888889,NA,NA,NA,0
Pennsylvania,Mifflinville,Record.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Pennsylvania,Plumville,Herald.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,0,191,0,0,40.79388889,-79.18027778,NA,NA,NA,0
Pennsylvania,Reynoldsville,Paper.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,0,1410,2789,3435,41.09444444,-78.8875,NA,NA,NA,0
Pennsylvania,Susquehanna Depot,Journal.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,2729,3467,3872,3813,41.94472222,-75.60388889,NA,NA,NA,0
Pennsylvania,Tarentum,Times.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,1,Pittsburgh,944,1245,4627,5472,40.60305556,-79.75555556,NA,NA,NA,0
Pennsylvania,Towanda,Review.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,2696,3814,4169,4663,41.77027778,-76.44666667,sn86081381,1879-12-13,1881-12-31,1
Pennsylvania,Verona,News.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,0,1599,1477,1904,40.505,-79.84083333,NA,NA,NA,0
Rhode Island,Narragansett,Times.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,1,NY Union,0,0,1408,1523,41.43444444,-71.4625,NA,NA,NA,0
Rhode Island,Providence,Comet.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,68904,104857,132140,175507,41.82361111,-71.42222222,NA,NA,NA,0
Rhode Island,Providence,Democrat.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,68904,104857,132140,175507,41.82361111,-71.42222222,NA,NA,NA,0
South Carolina,Conway,Progress.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,696,575,677,705,33.83805556,-79.05611111,NA,NA,NA,0
South Carolina,Manning,Enterprise.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,1,Southern,0,0,1069,1430,33.695,-80.21083333,NA,NA,NA,0
Vermont,Middlebury,Register.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,3086,2993,2793,3045,44.00194444,-73.14555556,sn83025667,1850-01-15,1922-12-29,1
Virginia,Blackstone,News.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,0,0,580,585,37.07666667,-78.00138889,NA,NA,NA,0
Virginia,Clarksville,Virginian.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,0,582,656,723,36.62222222,-78.56222222,NA,NA,NA,0
Virginia,Petersburg,Raguel.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,18950,21656,22680,21810,37.21277778,-77.40027778,NA,NA,NA,0
Virginia,Portsmouth,Observer.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,1,NY Union,10590,11390,13268,17427,36.83444444,-76.34166667,NA,NA,NA,0
Virginia,Waynesboro,Messenger.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,536,484,646,856,38.07,-78.89444444,NA,NA,NA,0
West Virginia,Beverly,Enterprise.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,1,Baltimore,0,235,343,464,38.85055556,-79.8675,NA,NA,NA,0
West Virginia,Huntersville,Times.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NY Union,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Alabama,Demopolis,News-Journal.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,0,NA,1539,1389,1898,2606,32.50944444,-87.83722222,NA,NA,NA,0
Alabama,Eutaw,Whig and Observer.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,0,NA,0,1101,1115,884,32.84055556,-87.88888889,NA,NA,NA,0
Alabama,Hayneville,Examiner.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,1,American,0,0,355,0,32.1825,-86.58055556,NA,NA,NA,0
Alabama,Jacksonville,Republican.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,0,NA,958,882,1237,1176,33.81583333,-85.76055556,NA,NA,NA,0
Alabama,Linden,Reporter.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,0,NA,300,0,0,0,32.30111111,-87.79277778,NA,NA,NA,0
Alabama,Monroeville,Monroe Journal.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,0,NA,0,122,0,422,31.51805556,-87.3275,NA,NA,NA,0
Alabama,Talladega,Our Mountain Home.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,0,NA,1933,1233,2063,5056,33.43472222,-86.10138889,NA,NA,NA,0
Alabama,Tuskegee,News.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,1,Atlanta,0,2370,1803,2170,32.43138889,-85.70666667,NA,NA,NA,0
Alabama,Wetumpka,Times.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,1,American,1137,816,619,562,32.54083333,-86.20777778,NA,NA,NA,0
Connecticut,Naugatuck,Enterprise.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,0,NA,2830,4274,6218,10541,41.48972222,-73.05138889,NA,NA,NA,0
Delaware,Wilmington,Argus.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,1,Philadelphia,30841,42478,61431,76508,39.74583333,-75.54666667,sn88053054,1880-01-14,1880-01-14,1
Delaware,Wilmington,Delaware Pioneer.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,0,NA,30841,42478,61431,76508,39.74583333,-75.54666667,NA,NA,NA,0
Delaware,Wilmington,Freie Presse.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,0,NA,30841,42478,61431,76508,39.74583333,-75.54666667,sn88053071,1914-05-16,1914-05-16,1
Georgia,Cedartown,Advertiser.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,0,NA,323,843,1625,2823,34.01527778,-85.25388889,NA,NA,NA,0
Georgia,Savannah,Journal.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,1,Philadelphia,28235,30709,43189,54244,32.01666667,-81.11666667,NA,NA,NA,0
Illinois,Chicago,Sonntagsgast.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,0,NA,298977,503185,1099850,1698575,41.83694444,-87.68472222,NA,NA,NA,0
Indiana,Evansville,Sonntagsblatt.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,0,NA,21830,29280,50756,59097,37.97722222,-87.55055556,NA,NA,NA,0
Louisiana,New Orleans,Neue Welt.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,1,Philadelphia,191418,216090,242039,287104,29.95,-90.08,NA,NA,NA,0
Maryland,Federalsburg,Courier.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,0,NA,0,338,543,539,38.69111111,-75.77333333,NA,NA,NA,0
Maryland,Greensboro,Free Press.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,0,NA,561,684,902,641,38.97555556,-75.80694444,NA,NA,NA,0
Maryland,Snow Hill,Shield.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,1,Philadelphia,960,1276,1483,1596,38.175,-75.39083333,NA,NA,NA,0
Massachusetts,Boston,Wochenblatt.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,0,NA,250526,362839,448477,560892,42.35805556,-71.06361111,NA,NA,NA,0
Massachusetts,Holyoke,Herald.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,0,NA,10733,21915,35637,45712,42.20416667,-72.61666667,NA,NA,NA,0
Massachusetts,Lawrence,Anzeiger.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,0,NA,28921,39151,44654,62559,42.70694444,-71.16361111,NA,NA,NA,0
New Jersey,Atlantic,Gossip.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,0,NA,1043,5477,13055,27838,39.377297,-74.451082,NA,NA,NA,0
New Jersey,Camden,Express.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,1,Philadelphia,20045,41659,58313,75935,39.94,-75.105,NA,NA,NA,0
New Jersey,Chambersburg,News.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,1,Philadelphia,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
New Jersey,Dover,Vindicator.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,0,NA,0,2958,2958,5938,40.8856,-74.559163,NA,NA,NA,0
New Jersey,Egg Harbor,Beobachter.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,1,Philadelphia,1311,1232,1439,1808,39.563687,-74.595865,NA,NA,NA,0
New Jersey,Egg Harbor,Pilot.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,1,Philadelphia,1311,1232,1439,1808,39.563687,-74.595865,NA,NA,NA,0
New Jersey,Egg Harbor,Zeitgeist.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,1,Philadelphia,1311,1232,1439,1808,39.563687,-74.595865,NA,NA,NA,0
New Jersey,Elizabeth,Sonntagsgast.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,0,NA,20832,28229,37764,52130,40.666261,-74.19353,NA,NA,NA,0
New Jersey,Gloucester,Tribune.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,0,NA,3682,5347,6564,6840,39.891609,-75.1167,NA,NA,NA,0
New Jersey,Hammonton,Mirror.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,1,Philadelphia,1404,1776,3833,3481,39.66078,-74.767021,NA,NA,NA,0
New Jersey,Millville,Transcript.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,0,NA,6101,7660,10002,10583,39.390094,-75.054797,NA,NA,NA,0
New Jersey,New Brunswick,Journal.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,1,Philadelphia,15058,17166,18603,20006,40.486678,-74.444414,NA,NA,NA,0
New Jersey,New Brunswick,Post.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,1,Philadelphia,15058,17166,18603,20006,40.486678,-74.444414,NA,NA,NA,0
New Jersey,Newark,Sonntagsgast.,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,Philadelphia,0,NA,105059,136508,181830,246070,40.72422,-74.172574,NA,NA,NA,0
