Population,Town,State,Latitude,Longitude,Retailer,General,News,Educational,Juvenile,DepartmentStore,DrugStore,GiftStore,CirculatingLibrary,SecondHand,OldandRare,Medical,Law,Religious,Foreign,Wholesale,Music,X
12000,Crawfordsville,INDIANA,40.0411536,-86.8744516,"Bischof, Louis, Big Store Co. Gi",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12000,Crawfordsville,INDIANA,40.0411536,-86.8744516,"Graham, Geo. W., Co. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12000,Crawfordsville,INDIANA,40.0411536,-86.8744516,"Hammet Book Store, 216 E. Main St. GGi",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12000,Crawfordsville,INDIANA,40.0411536,-86.8744516,"Schultz & Schultz, 123 E. Main St. GGiSERCJN",1,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,
24277,Elkhart,INDIANA,41.6819935,-85.9766671,"Bell, James A., Co., 320 S. Main St. GGiR",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,
24277,Elkhart,INDIANA,41.6819935,-85.9766671,"Drake, Charles S., Co. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24277,Elkhart,INDIANA,41.6819935,-85.9766671,Timmins Staty Co. GGiERJ,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,
11028,Elwood,INDIANA,40.2769834,-85.8419246,Kute & Conner E,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
11028,Elwood,INDIANA,40.2769834,-85.8419246,"Leeson, R. L., & Sons Co., Inc. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
11028,Elwood,INDIANA,40.2769834,-85.8419246,"Sneed, Bert E., & Co. GDr",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
85264,Evansville,INDIANA,37.9715592,-87.5710898,"Connor, W. A., 611 Main St. GN",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
85264,Evansville,INDIANA,37.9715592,-87.5710898,"Determan, E., IoA Main St. R(Catholic)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,
85264,Evansville,INDIANA,37.9715592,-87.5710898,"Evansville News Co., 209 Main St. GiM",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
85264,Evansville,INDIANA,37.9715592,-87.5710898,"Fowler, Dick & Walker (James R. Duncan), 417 Main St. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
85264,Evansville,INDIANA,37.9715592,-87.5710898,"Geupel Bros., 413 Main St. GGiSE",1,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,
85264,Evansville,INDIANA,37.9715592,-87.5710898,"Lorenz, John W. Dr",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
85264,Evansville,INDIANA,37.9715592,-87.5710898,"Smith & Butterfield Co., 310 Main St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
86549,Fort Wayne,INDIANA,41.079273,-85.1393513,"Baade-Kiel Book & Office Supply Co., 123 W. Main St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
86549,Fort Wayne,INDIANA,41.079273,-85.1393513,Home Library Service Co. (R. C. Mueller) GC,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
86549,Fort Wayne,INDIANA,41.079273,-85.1393513,"Lehman Bk. & Staty Co., 128 E. Berry St. GGiEJN",1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
86549,Fort Wayne,INDIANA,41.079273,-85.1393513,"Sander, Chas. W., 3234 S. Calhoun St. GERJN",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,
86549,Fort Wayne,INDIANA,41.079273,-85.1393513,"Wolf & Dessaur (Miss Wallace), Washington & Calhoun Sts. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12000,Frankfort,INDIANA,40.2794809,-86.5108355,Ashman Drug Co. GDr,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12000,Frankfort,INDIANA,40.2794809,-86.5108355,"Aughe Bros., 59 E. Clinton Dr",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12000,Frankfort,INDIANA,40.2794809,-86.5108355,"McKoron, Walter C., 5 N. Jackson St. Dr.",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12000,Frankfort,INDIANA,40.2794809,-86.5108355,"Merritt, E. Bon Dr",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12000,Frankfort,INDIANA,40.2794809,-86.5108355,"Moore, John, Drug Co. cor. Jackson & Washington Sts. Dr",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12000,Frankfort,INDIANA,40.2794809,-86.5108355,"Thrasher, J. B. Co., 59 N. Jackson St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12000,Frankfort,INDIANA,40.2794809,-86.5108355,"Ye Book Shop (Lena M. Bryant), 209 E. Clinton St. GGiERJ",1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,
5000,Franklin,INDIANA,39.4806055,-86.0549863,Franklin College Book Store E,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5000,Franklin,INDIANA,39.4806055,-86.0549863,"Voris, M. J., & Co. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
56738,Gary,INDIANA,41.6020403,-87.3371523,"Apostolopoulos Bros., 28 W. 7th Ave. F (Greek)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,
56738,Gary,INDIANA,41.6020403,-87.3371523,"Goodman Dept. Store, 645 Broadway D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
56738,Gary,INDIANA,41.6020403,-87.3371523,"Tribe of K. Stationers (R. E. Hodge), 675 Broadway GGiERJN",1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,
10000,Goshen,INDIANA,41.5822716,-85.8344383,"New City Drug Store, 231 Main St. Dr.EMN",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,
10000,Goshen,INDIANA,41.5822716,-85.8344383,News Bookstore GJN,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3790,Greencastle,INDIANA,39.6444898,-86.8647316,"Langdon, J. K., & Co. GC",1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
3790,Greencastle,INDIANA,39.6444898,-86.8647316,University Shop O,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,
3790,Greencastle,INDIANA,39.6444898,-86.8647316,"Wolls, Lela, 31o Washington St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5420,Greensburg,INDIANA,39.3372722,-85.483581,"Betterton, John H. I)r",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
36004,Hammond,INDIANA,41.5833688,-87.5000412,"Kaufmann & Wolf (Charles P. Green), 590 Hohman St. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
36004,Hammond,INDIANA,41.5833688,-87.5000412,"Nelson, Carl E. Dr. -",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
36004,Hammond,INDIANA,41.5833688,-87.5000412,"Millikan, J. W. GN",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
36004,Hammond,INDIANA,41.5833688,-87.5000412,"Minas, E. C., Co. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
36004,Hammond,INDIANA,41.5833688,-87.5000412,Summer's Pharmacy Dr,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
14000,Huntington,INDIANA,40.8831011,-85.497476,"Barnhart Bookstore, 16 E. Market St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
14000,Huntington,INDIANA,40.8831011,-85.497476,"Bechstein, A. C., Co. GDr.N",1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
14000,Huntington,INDIANA,40.8831011,-85.497476,"Dumbauld & Barns, South Side Drug Store, 238 S. Jefferson St. Dr.",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
314194,Indianapolis,INDIANA,39.768403,-86.158068,"Aleiter, Wm., Co., 22 W. Maryland St. R (Catholic)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,
314194,Indianapolis,INDIANA,39.768403,-86.158068,"Ayres, L. S., & Co. (Miss Grace Thompson) DCJNF (French German)",NA,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,
314194,Indianapolis,INDIANA,39.768403,-86.158068,"Barnett & Patton, Pembroke Arcade L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,
314194,Indianapolis,INDIANA,39.768403,-86.158068,"Beach's Book Shop, 418 N. Meridian St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
314194,Indianapolis,INDIANA,39.768403,-86.158068,"Block, Wm. H., Co. (Leo Schoen), Illinois St., cor. Market D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
314194,Indianapolis,INDIANA,39.768403,-86.158068,"Capitol Book Store, 138 N. Delaware St. GSOCN",1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,
314194,Indianapolis,INDIANA,39.768403,-86.158068,"De Wolfe-Greene News Co., Union St. N",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
314194,Indianapolis,INDIANA,39.768403,-86.158068,"Efroymson & Wolf, 360 W. Washington St. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
314194,Indianapolis,INDIANA,39.768403,-86.158068,"Gilgour, E. R., 118 W. St. Clair St. O",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,
314194,Indianapolis,INDIANA,39.768403,-86.158068,"Indiana News Co. (A. L. Curry) (Branch American News Co.), IIo N. Senate Ave.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
314194,Indianapolis,INDIANA,39.768403,-86.158068,"Indianapolis Book & Stat'y, 225.S. Meridian St. EJW",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
314194,Indianapolis,INDIANA,39.768403,-86.158068,"Industrial Book & Equipment Co., 425 W. Maryland St. E",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
314194,Indianapolis,INDIANA,39.768403,-86.158068,"The Kautz Staty. Co., 116 N. Penn. St. GiN",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
314194,Indianapolis,INDIANA,39.768403,-86.158068,"Kirkbride, B. B., Bible Co., 241 N. Penn. St. R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,
314194,Indianapolis,INDIANA,39.768403,-86.158068,"Krieg Bros., 113-115 W. Maryland St. R (Catholic)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,
314194,Indianapolis,INDIANA,39.768403,-86.158068,"Pettis Dry Goods Co. (Miss Steinhauser), E. Washington St. D",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
314194,Indianapolis,INDIANA,39.768403,-86.158068,"Stewart, W. K., Co., 44 E. Washington St. GCJN",1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
314194,Indianapolis,INDIANA,39.768403,-86.158068,"Winters, Archias E., 1801 Bellefontaine St. GO",1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,
314194,Indianapolis,INDIANA,39.768403,-86.158068,"Young People's Reading Circle, 235 Lemcke Bldg. J",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2500,Jasper,INDIANA,38.3914418,-86.9311094,"Block, Mrs. Francis GN",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2500,Jasper,INDIANA,38.3914418,-86.9311094,"Haberly, Geo. GN",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
10091,Jeffersonville,INDIANA,38.2775702,-85.7371847,"Schimpff, A. R. GGijN",1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
30067,Kokomo,INDIANA,40.486427,-86.1336033,"Blue Cross Drug Store, 125 W. Mulberry St. Dr.",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
30067,Kokomo,INDIANA,40.486427,-86.1336033,"Meyer Drug Co., 200 N. Main St. Dr",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
30067,Kokomo,INDIANA,40.486427,-86.1336033,"Sanders Bookstore-Sweet Book Store, II9 E. Walnut St. GGiRCJN",1,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,
30067,Kokomo,INDIANA,40.486427,-86.1336033,"Thalman & Levi (J. S. Levi), 122 N. Main St. DJ",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
30067,Kokomo,INDIANA,40.486427,-86.1336033,"Turner, W. H., Co., 114 W. Walnut St. J",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
30067,Kokomo,INDIANA,40.486427,-86.1336033,"Vrooman, H. W. S",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,
22486,Lafayette,INDIANA,40.4167022,-86.8752869,Decker Bros. GECJN,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
22486,Lafayette,INDIANA,40.4167022,-86.8752869,"De Long, A. J., 123 Waldron St. GN",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
22486,Lafayette,INDIANA,40.4167022,-86.8752869,"Loeb & Hene (Samuel M. Loeb), 323 Columbia St. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
22486,Lafayette,INDIANA,40.4167022,-86.8752869,"Murphey, W. J., Co., 31o Main St GN",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
22486,Lafayette,INDIANA,40.4167022,-86.8752869,"Schultz, Moses, 324 Main St. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
22486,Lafayette,INDIANA,40.4167022,-86.8752869,"Southworth, R. M., Co., 308 W. State St. E.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
22486,Lafayette,INDIANA,40.4167022,-86.8752869,"Zinn, Wm. H., Co., Io2 N. 3rd St. DJ",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15158,La Porte,INDIANA,41.611143,-86.7227195,"Bennethum, Earl, G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15158,La Porte,INDIANA,41.611143,-86.7227195,Boston Store Co-Operative Co. D,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15158,La Porte,INDIANA,41.611143,-86.7227195,How Bros. ...Gi,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15158,La Porte,INDIANA,41.611143,-86.7227195,Smith's Book & Supply Co. GGiCJN,1,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,
3930,Lawrenceburg,INDIANA,39.090891,-84.8499504,"Bethel, J. H., 215 Walnut St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G
3930,Lawrenceburg,INDIANA,39.090891,-84.8499504,"Decker, Carl, 20 E. High St. GN",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GN
21626,Logansport,INDIANA,40.7544843,-86.3566659,"City News Stand, 3rd & Broadway",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N
21626,Logansport,INDIANA,40.7544843,-86.3566659,"Neff, E., & Co., 317 4th St. G",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GE
21626,Logansport,INDIANA,40.7544843,-86.3566659,Seybold Dry Goods Co.,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D
21626,Logansport,INDIANA,40.7544843,-86.3566659,"Wiler & Wise, 412 E. Broadway",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J
7000,Madison,INDIANA,38.7358933,-85.3799577,"Daily & Roth (Mr. Daily), 202-204 E. Main St. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D
7000,Madison,INDIANA,38.7358933,-85.3799577,"Rousch, C. H., & Co., 219 E. Main St. GERJN",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,GERJN
7000,Madison,INDIANA,38.7358933,-85.3799577,"Todd, W. H., 209 W. Main St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G
23747,Marion,INDIANA,40.5583739,-85.6591442,Boston & Big Store Co. (Charles Herring) D,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D
23747,Marion,INDIANA,40.5583739,-85.6591442,"Musser & Sons News Co., 122 W. 4th St. N",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N
23747,Marion,INDIANA,40.5583739,-85.6591442,"Shumack, H. A., 310 South St. Gi",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,H
24000,Michigan City,INDIANA,41.7075394,-86.8950297,"Meyer, C. E., N",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N
24000,Michigan City,INDIANA,41.7075394,-86.8950297,Office Equipment Co. GGiRJN,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,GHRJN
16000,Mishawaka,INDIANA,41.6619927,-86.1586156,"Mishawaka Book Shop, 206 S. Main St. GGiCN",1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,GHCN
36524,Muncie,INDIANA,40.1933767,-85.3863599,"The Bayliss Art Store, 222 E. Main St. GiC",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,HC
36524,Muncie,INDIANA,40.1933767,-85.3863599,"Colorcraft Co., 120 W. Charles St. GGij",1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,GHJ
36524,Muncie,INDIANA,40.1933767,-85.3863599,"Kirk, C. B., 121 E. Main St.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
36524,Muncie,INDIANA,40.1933767,-85.3863599,"Penzel, C. A., 211 S. Walnut St. GGiERJN",1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,GHERJN
36524,Muncie,INDIANA,40.1933767,-85.3863599,Reed's News Stand (A. M. Reed) N,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N
36524,Muncie,INDIANA,40.1933767,-85.3863599,"Roegers, J. A. S",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,S
23000,New Albany,INDIANA,38.2856247,-85.8241312,"The Baker Co., 316 Pearl St. GGiC",1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,GHCN
23000,New Albany,INDIANA,38.2856247,-85.8241312,"Newburger, S. W., & Co. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D
9446,New Castle,INDIANA,39.928935,-85.3702476,"City Book Store (E. T. White), 1309 Broad St. GGijN",1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,GHJN
9446,New Castle,INDIANA,39.928935,-85.3702476,"City News Stand, 1132 Broad St. N",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N
9446,New Castle,INDIANA,39.928935,-85.3702476,Lynn's Drug Store (Charles E. Lynn) Dr,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U
800,Notre Dame,INDIANA,41.7001908,-86.2379328,Notre Dame Book Store GEMLR,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,GEMLR
12500,Peru,INDIANA,40.7536528,-86.0688811,Bowen & Potter GN,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GN
12500,Peru,INDIANA,40.7536528,-86.0688811,"West & Stevens, Crume Book Store G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G
5958,Portland,INDIANA,40.4344895,-84.9777455,William R. Armstrong G,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G
5958,Portland,INDIANA,40.4344895,-84.9777455,"Pierce, O. E. N",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N
22324,Richmond,INDIANA,39.8289369,-84.8902382,Friends' Book & Supply House GR,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,GR
22324,Richmond,INDIANA,39.8289369,-84.8902382,"Hawekotte, John R. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D
22324,Richmond,INDIANA,39.8289369,-84.8902382,Hoosier Mercantile Co. D,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D
22324,Richmond,INDIANA,39.8289369,-84.8902382,"McDonnell, T. F. Dr",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U
22324,Richmond,INDIANA,39.8289369,-84.8902382,"Nicholson & Bros., 729 Main St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g
3720,Rochester,INDIANA,41.0647645,-86.2158331,"Carter, A. L., & Co. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g
3720,Rochester,INDIANA,41.0647645,-86.2158331,"Ros, Geo. T., & Co. GOECJN",1,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,goechn
6000,Rushville,INDIANA,39.6092137,-85.4463594,Mullin & Rugenstein GDGi,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,gdh
6000,Rushville,INDIANA,39.6092137,-85.4463594,"Wilste Co., 131-133 S. Michigan St. DJ",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dj
7500,Seymour,INDIANA,38.9592201,-85.8902547,"Carter, T. R., 117 E. 2nd St. GN",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gn
7500,Seymour,INDIANA,38.9592201,-85.8902547,"Miller’s Book Store, 116 W. 2nd St. GEJN",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gejn
9500,Shelbyville,INDIANA,39.5214373,-85.7769238,Morrison & Deprez Drug Co. Dr.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u
70983,South Bend,INDIANA,41.6763545,-86.2519898,Robertson Bros. Co. D,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d
4115,Sullivan,INDIANA,39.0953199,-87.4058525,"Bennett, Herschel V., 6 S. Court St. Dr.N.",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,un
4115,Sullivan,INDIANA,39.0953199,-87.4058525,"Book Shop, 419 N. Michigan St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g
4115,Sullivan,INDIANA,39.0953199,-87.4058525,"Brandon, Durrell Co. (E. Hagey), 219 S. Michigan St. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d
4115,Sullivan,INDIANA,39.0953199,-87.4058525,"Ellsworth Store (M. Krau), II N. Michigan Ave. DGi",NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,dh
4115,Sullivan,INDIANA,39.0953199,-87.4058525,French & Thomas Dr,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u
4115,Sullivan,INDIANA,39.0953199,-87.4058525,"Gardner News Agency, Main & Jefferson Sts. N",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n
4115,Sullivan,INDIANA,39.0953199,-87.4058525,"Herr & Herr, 120 S. Michigan St. GJN",1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gjn
4115,Sullivan,INDIANA,39.0953199,-87.4058525,Robertson Bros. Co. DCJ,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,dcj
4115,Sullivan,INDIANA,39.0953199,-87.4058525,"Wyman, Geo., & Co., 103 N. Michigan St J",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j
66083,Terre Haute,INDIANA,39.4667034,-87.4139092,"Baur, Arthur, 677 Wabash Ave. Dr.",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u
66083,Terre Haute,INDIANA,39.4667034,-87.4139092,"Brocksmith, W. F., 1630 S. 17th St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g
